ITEM	REF	DESC	MEAN	ALT	FS	D1	D2	D3	D4	D5	D6	D7
					S	9614000						
20470	313	0543041965010	52250	42750	F	10176000	754000					
					S	10176000						
20471	313	0543041965010	49500	40500	F	52000	12036000					
20472	313	0500041965010	77000	63000	F	5000	19000	5000				
20473	313	0500041965010	71500	58500	F	40000	4000					
20474	313	0500041965010	66000	54000	F	24000	18000					
20475	313	0500041965010	60500	49500	F	19000	2679000	74000	29000	866000		
20476	313	0500041965010	55000	45000	F	197000	308000	32000				
20477	313	0500041965010	49500	40500	F	844000	37000	131000	11055000	243000	15000000	
20478	313	0400041965010	60500	49500	F	21100	19000	17000	21000			
20479	313	0400041965010	55000	45000	F	28000	53000	40000	32000			
20480	313	0400041965010	49500	40500	F	64000	80000	42000	42000			
20481	313	0400041965010	44000	36000	F	10032000	5000000	64000	73000			
					S	10032000	5000000					
20482	313	0400041965010	42900	35100	F	10062000	197000					
					S	10062000						
20483	313	0631585865010	125000	125000	F	797	1152					
20484	313	0531585965310	170000	170000	F	22	37					
20485	313	0531585965010	170000	170000	F	39	24	45				
20486	313	0531585965310	155000	155000	F	33	119					
20487	313	0531585965010	155000	155000	F	205	105					
20488	313	0531585965010	125000	125000	F	442	342					
20489	313	0631585865310	170000	170000	F	100	106					
20490	313	0631585865010	170000	170000	F	162	195	153				
20491	313	0631585965310	170000	170000	F	23	21					
20492	313	0631585965010	170000	170000	F	19	14	21				
20493	313	0631585965010	155000	155000	F	42	59					
20494	313	0631585965010	125000	125000	F	221	299					
20495	313	0631585865310	170000	170000	F	130	75					
20496	313	0631585865310	170000	170000	F	124	71					
20497	313	0631585865010	170000	170000	F	187	141					
20498	313	0631585865310	155000	155000	F	306	175	242				
20499	313	0631585865010	155000	155000	F	218	202					
20500	313	0631585965310	170000	170000	F	37	53					
20501	131	0631585965310	170000	170000	F	56	1					
20502	313	0631585965010	170000	170000	F	36	35					
20503	305	2522140865410	70000	70000	F	2490	7100					
20504	305	2522140865410	0	100000	F	1884	79000					
20505	305	2522140865410	0	70000	F	5636	25300					
20506	305	2522140865416	50000	5000	F	17506	13700	23	400			
20507	305	2522140865416	150000	150000	F	73	84					
20508	305	2522140865416	50000	50000	F	13112	20000					
20509	305	2522140865416	45000	45000	F	23300	39500					
20510	305	2522140865416	40000	40000	F	79900	163000					
20511	305	2522140865416	0	55000	F	37000	59400					
20512	308	0403791860410	0	140000	F	67	91					
20513	308	0403791860410	0	120000	F	191	206					
20514	308	0403791860410	0	100000	F	647	692					
20515	308	0403791860410	0	80000	F	826	1209	2221				
20516	308	0403791860410	0	70000	F	3664	6670					
20517	308	0403791860410	0	60000	F	74610	85760					
20518	308	0403791860410	0	40000	F	1516000	1664000	41837000				
20519	308	0403791865410	0	80000	F	179	258					
20520	308	0403791865410	0	60000	F	608	1041					
20521	308	0403791865410	0	50000	F	2279	3796					
20522	308	0403791865410	0	40000	F	7392	11172					
20523	308	0403791865410	0	20000	F	1492000	1750000					
20524	308	0403791865410	0	100000	F	70	75					
20525	308	0403791865410	0	80000	F	249	289					
20526	308	0403791865410	0	60000	F	1432	1972					
20527	308	0403791865410	0	30000	F	166000	213000					
20528	308	0403791865410	0	23000	F	10181000	17904000					
20529	310	0402592065410	0	80000	F	270	330	430				
20530	310	0402592065410	0	70000	F	500	652	665	764	940		
20531	310	0402592065410	0	60000	F	1258	2000	5012				
20532	310	0402592065410	0	50000	F	7570	8280	9329				
20533	310	0402592065410	0	50000	F	14000	15000	16000				
20534	310	0402592065410	0	40000	F	37590	44170					
20535	310	0402592065410	0	40000	F	58000	91000	111000				
20536	310	0402592065410	0	35000	F	162000	232000					
20537	310	0402592065410	0	30000	F	258000	854000	2342000	5187000			
20538	310	0402592065410	33500	76500	F	180	240	250				
20539	310	0402592065410	33500	66500	F	547	560	560	617			
20540	310	0402592065410	33500	56500	F	1000	1100	1100				
20541	310	0402592065410	33500	46500	F	1200	2500	2800				
20542	310	0402592065410	33500	41500	F	5170	7360					
20543	310	0402592065410	33500	41500	F	10000	11000					
20544	310	0402592065410	33500	36500	F	27000	31000	36000				
20545	310	0402592065410	33500	26500	F	49000	103000					
20546	310	0402592065410	33500	26500	F	55000	65000	67000				
20547	310	0402592065410	33500	24500	F	85000	94000	210000				
20548	310	0402592065410	33500	21500	F	4391000	4732000	7616000				
20549	310	0402592065416	67000	63000	F	238	251					
20550	310	0402592065416	67000	53000	F	390	420	900				
20551	310	0402592065416	67000	43000	F	1900	2000	2500				
20552	310	0402592065416	67000	33000	F	3900	4100	5000				
20553	310	0402592065416	67000	23000	F	12000	14000	14000				
20554	310	0402592065410	67000	73000	F	306	336	337				
20555	310	0402592065410	67000	63000	F	480	620	630				
20556	310	0402592065410	67000	53000	F	1150	1230	1500				
20557	310	0402592065410	67000	43000	F	2010	2940	3110				
20558	310	0402592065410	67000	33000	F	9000	11000	11000				
20559	310	0402592065410	67000	33000	F	10170	20600					
20560	310	0402592065410	67000	23000	F	14000	26000	30000	32000			
20561	310	0402592065410	67000	18000	F	60000	67000	84000	602000			
20562	310	0402592065416	0	80000	F	142	200	221				
20563	310	0402592065416	0	70000	F	112	177	245	380			
20564	310	0402592065416	0	60000	F	1200	1600	1800	2400			
20565	310	0402592065416	0	50000	F	3700	4100	6800				
20566	310	0402592065416	0	40000	F	23000	25000	48000				
20567	310	0402592065416	0	35000	F	54000	64000					
20568	310	0402592065416	0	30000	F	10000000	3727000					
					S	10000000						
20569	310	0402592065416	33500	66500	F	255	300	315				
20570	310	0402592065416	33500	56500	F	600	800	800	900			
20571	310	0402592065416	33500	46500	F	1200	1600	2400				
20572	310	0402592065416	33500	36500	F	4500	4900					
20573	310	0402592065416	33500	31500	F	10000	13000					
20574	310	0402592065416	33500	28500	F	10700000	2600					
					S	10700000						
20575	310	0402592065416	33500	26500	F	10000000	1020000					
					S	10000000						
20576	307	0522140865416	50000	50000	F	13700	23400					
20577	307	0522140865416	45000	45000	F	23300	39500					
20578	307	0522140865416	40000	40000	F	163000	79900					
20579	307	0522140865416	0	55000	F	37000	59400					
20580	306	2535438865410	56000	67200	F	43000	55000					
20581	306	2535438865410	56000	135800	F	7000	10000					
20582	306	2535438865410	56000	89600	F	258000	93000	21000				
20583	306	2535438865410	0	92400	F	6000	9000	8000				
20584	306	2535438865410	0	134500	F	15000	16000					
20585	306	2535438865410	56000	135800	F	7000	8000					
20586	306	2535438865410	0	101000	F	8000	10000					
20587	306	2535438865410	0	67200	F	34100	34000					
20588	306	2535438865410	0	159000	F	6000	3000					
20589	306	1535438865410	0	159000	F	6000	5000	5000				
20590	306	1535438865410	0	134500	F	15000	11000	8000				
20591	306	1535438865410	0	112000	F	148000	51000					
20592	306	1535438865410	0	98000	F	328000	654000	252000				
20593	306	1535438865410	0	14000	F	3000	3000	2000				
20594	306	1535438865410	0	108000	F	17000	16000	14000				
20595	306	1535438865410	0	72800	F	3074000	280000	1167000				
					S	3074000						
20596	306	2535438865410	0	140000	F	3000	2000					
20597	306	2535438865410	0	72800	F	1676000	1736000					
20598	306	2535438865410	0	159500	F	4000	3000					
20599	306	2535438865410	0	128900	F	14000	14000	8000				
20600	306	2535438865410	0	100800	F	132000	106000	76000				
20601	306	2535438865410	0	95000	F	195000	164000					
20602	306	2535438865410	0	140000	F	3000	2000	2000				
20603	306	2535438865410	0	100000	F	15000	8000					
20604	306	2535438865410	0	84000	F	65000	49000					
20605	306	2535438865410	0	61600	F	5292000	1013000	836000				
20606	306	2535438865410	56000	47600	F	9489000	238000					
					S	9489000						
20607	306	1535438965410	0	159500	F	2100	2000					
20608	306	1535438965410	0	128900	F	10000	10000	7000				
20609	306	1535438965410	0	100800	F	750000	112000	99000	51000			
20610	306	1535438965410	0	140000	F	2100	2000					
20611	306	1535438965410	0	84000	F	21000	10000	7000				
20612	306	1535438965410	0	61600	F	5688000	106000	67000	14000			
20613	306	2535438865410	0	159500	F	1100	1000					
20614	306	2535438865410	0	67200	F	77000	83000					
20615	317	0404092865410	50000	30000	F	21000	27000					
20616	317	0404092865410	43750	26250	F	93000	25000					
20617	317	0404092865410	37500	22500	F	240000	83000					
20618	317	0404092965410	50000	30000	F	13000	20000					
20619	317	0404092965410	43750	26250	F	19000	31000					
20620	317	0404092965410	37500	22500	F	240000	378000					
20621	317	0403694865010	46875	28125	F	21000	46000					
20622	317	0403694865010	43750	26250	F	49000	54000					
20623	317	0403694965010	50000	30000	F	24000	31000					
20624	325	0207536065810	0	45000	F	3000	5400					
20625	322	0405090965010	40000	20000	F	99400	119100					
20626	322	0405090965010	100000	35000	F	1700	13700					
20627	318	0400090865416	40000	25000	F	2281000	39000					
20628	318	0400090865416	40000	23700	F	1107000	35000					
20629	312	0000047065010	0	26000	F	2053000	1686000					
20630	312	0000047065016	27000	27000	F	335000	12000					
20631	312	0000047065016	36000	9000	F	3045000	2925000					
20632	328	2302049819010	56500	56500	F	2000	2000					
					S	2000	2000	2000				
20633	328	2302049819010	64000	64000	F	1707	1591	1112	1683	863		
20634	328	2302049819010	71500	71500	F	1127	859	836				
20635	328	2302049819018	66500	66500	F	2000	1917	1519	1918			
					S	2000						
20636	328	2302049819018	75500	75500	F	866	1196	940	919	911		
20637	328	2302049819018	84500	84500	F	1001	726	691	842	751		
20638	328	2302049819018	72000	72000	F	1420	1575	1575	1393	1614		
20639	328	2302049819018	81500	81500	F	715	1024	1096	1442	1160		
20640	328	2302049819018	91100	91100	F	41	678	341	721	736		
20641	328	2302049819011	56500	56500	F	1150	1700	1500	1900			
20642	328	2302049819011	64000	64000	F	1650	1450	1500	500			
20643	341	0312536019010	60308	49342	F	48000	15000	45000	22000	12000	29000	9000
					F	37000						
20644	341	0312536019010	40205	32895	F	647000	307000	104000	314000	751000	122000	22000
					F	196000						
20645	341	0312536019010	30154	24671	F	10000000	5964000	1440000	379000	734000	583000	1085000
					S	10000000						
20646	341	0312536019010	61820	50580	F	56000	60000	70000	61000	53000	50000	26000
					F	38000						
20647	341	0312536019010	41195	33705	F	1448000	241000	924000	841000	308000	237000	150000
					F	438000						
20648	341	0312536019010	30910	25290	F	12878000	10000000	10000000				
					S	12878000	10000000	10000000	6645000	3452000		
20649	341	0312536049010	61991	50719	F	50000	89000	29000	67000	46000	33000	23000
					F	30000						
20650	341	0312536049010	41327	33813	F	32000	79000	731000	60000	111000	284000	253000
					F	203000						
20651	341	0312536049010	31020	25380	F	11653000	659000	1051000	591000	352000	596000	339000
					S	11653000						
20652	341	0312536049010	61578	50382	F	30000	82000	45000	22000	69000	130000	96000
					F	12000						
20653	341	0312536049010	41052	33588	F	425000	55000	308000	228000	365000	377000	326000
					F	182000						
20654	341	0312536049010	30789	25191	F	15667000	4654000					
					S	15667000	4654000	10238000	10000000	15000000		
20655	341	0312536049010	61825	50585	F	56000	80000	73000	61000	53000	50000	26000
					F	38000						
20656	341	0312536049010	60308	49342	F	48000	15000	45000	22000	12000	29000	9000
					F	37000						
20657	341	0312536049010	61991	50719	F	50000	89000	29000	67000	46000	36000	23000
					F	30000						
20658	341	0312536049010	61578	50382	F	30000	82000	45000	22000	69000	130000	96000
					F	12000						
20659	301	0337548065416	0	29000	F	224600	196000					
20660	315	0130835869010	0	24136	F	4400	5000	5200	5300	5500	5500	6000
					F	6000	6300	6400	6800	7000	7000	7000
					F	7000	7500	7500	8000	8000	8000	8000
					F	8000	8000	8100	8500	8500	9000	9000
					F	9000	9000	9000	9000	9000	9100	9200
					F	9400	9500	9500	9600	9600	9600	9800
					F	9900	10000	10000	10000	10000	10000	10000
					F	10000	10000	10200	10300	10500	10500	10500
					F	10700	10800	10800	11000	11000	11000	11000
					F	11000	11000	11200	11200	11500	11500	11600
					F	11700	11800	12000	12000	12000	12000	12000
					F	12000	12000	12100	12300	12300	12400	12500
					F	12500	13000	13000	13000	13000	13200	13300
					F	13500	13900	14000	14000	14100	16000	16200
					F	17000						
20661	315	0130835869010	0	18102	F	18000	19000	19000	19000	20000	20000	21000
					F	21000	21000	21000	22000	24000	24000	24000
					F	25000	25000	25000	25000	26000	26000	26000
					F	26000	26000	26000	27000	27000	27000	27000
					F	27000	27000	28000	28000	28000	28000	28000
					F	28000	28000	29000	29000	29000	30000	30000
					F	30000	30000	30000	30000	31000	31000	31000
					F	31000	32000	32000	33000	33000	34000	34000
					F	34000	34000	34000	34000	34000	35000	35000
					F	35000	35000	36000	36000	36000	36000	36000
					F	37000	37000	37000	38000	38000	38000	38000
					F	39000	39000	39000	39000	39000	40000	40000
					F	40000	40000	40000	41000	42000	45000	45000
					F	47000	47000	49000	50000	53000	53000	53000
					F	60000						
20662	315	0130835869010	0	12068	F	77000	78000	80000	82000	84000	86000	87000
					F	88000	91000	97000	100000	102000	102000	102000
					F	102000	104000	105000	106000	106000	108000	109000
					F	109000	111000	111000	115000	115000	116000	117000
					F	117000	118000	119000	119000	119000	121000	121000
					F	122000	123000	123000	123000	123000	123000	124000
					F	125000	125000	126000	127000	127000	127000	128000
					F	128000	128000	129000	131000	131000	136000	137000
					F	138000	139000	140000	140000	140000	141000	142000
					F	143000	145000	146000	147000	147000	147000	149000
					F	151000	152000	154000	154000	156000	156000	157000
					F	157000	162000	166000	166000	171000	174000	176000
					F	177000	181000	181000	181000	187000	189000	190000
					F	193000	198000	198000	200000	200000	209000	224000
					F	234000						
20663	315	0130835869010	0	7543	F	322000	332000	342000	352000	388000	397000	399000
					F	427000	430000	438000	439000	449000	463000	466000
					F	467000	467000	469000	477000	482000	482000	493000
					F	496000	497000	511000	512000	518000	523000	533000
					F	544000	557000	560000	561000	562000	564000	569000
					F	571000	591000	593000	593000	601000	610000	614000
					F	621000	626000	630000	631000	640000	642000	647000
					F	651000	654000	659000	667000	675000	685000	689000
					F	700000	708000	709000	714000	718000	722000	740000
					F	746000	754000	755000	766000	767000	769000	769000
					F	771000	772000	773000	775000	787000	790000	794000
					F	796000	797000	802000	816000	825000	834000	840000
					F	848000	872000	881000	885000	894000	900000	905000
					F	909000	924000	938000	944000	961000	977000	1051000
					F	1096000	1170000	1256000	1347000	1353000	1670000	1715000
					F	1913000	2094000	3064000	24045000	35523000		
20664	315	0130835869010	0	6034	F	37332000	1181000	1855000	2006000	2130000	2312000	2784000
					F	4787000	73362000					
					S	37332000						
20665	326	0200038869010	39600	32400	F	56000	84000	90000	96000	122000	123000	125000
					F	167000	172000	192000	256000			
20666	326	0200038869010	39600	32400	F	79000	80000	86000	100000	102000	104000	115000
					F	154000	210000	227000	251000	257000		
20667	326	0200038869010	39600	32400	F	90000	131000	150000	237000	256000	256000	376000
					F	474000	525000					
20668	326	0200038869010	39600	32400	F	86000	90000	109000	126000	158000	160000	209000
					F	214000	265000	277000	454000	484000	530000	565000
					F	684000	730000	794000				
20669	326	0200038869010	39600	32400	F	81000	85000	86000	97000	101000	108000	132000
					F	134000	164000	167000	170000			
20670	326	0200038869010	39600	32400	F	60000	62000	67000	81000	130000	137000	156000
					F	158000	252000	386000				
20671	326	0200038869010	39600	32400	F	79000	83000	86000	89000	97000	122000	132000
					F	137000	142000	145000	151000	169000	170000	
20672	316	0443941869010	45520	37240	F	42000	91000	119000	48000	174000	185000	56000
					F	60000	64000	40000				
20673	316	0443941869010	45520	37240	F	101000	144000	47000	59000	45000	68000	67000
					F	75000	83000	46000				
20674	316	0462641869010	49320	40350	F	263000	117000	72000	127000	208000	85000	139000
					F	98000	71000	155000				
20675	316	0462641869010	49320	40350	F	57000	85000	47000	289000	28000	42000	222000
					F	86000	28000	66000				
20676	316	0443941869010	45520	37240	F	353000	423000	709000	322000	72000	61000	262000
					F	201000	107000	371000				
20677	316	0443941869010	45520	37240	F	80000	48000	47000	86000	99000	176000	53000
					F	97000	228000	47000				
20678	316	0462641869010	49320	40350	F	64000	63000	356000	137000	112000	381000	208000
					F	61000	333000	143000				
20679	316	0462641869010	49320	40350	F	163000	243000	417000	114000	86000	190000	189000
					F	193000	174000	100000				
20680	316	0443941869010	45520	37240	F	48000	68000	58000	76000	51000	51000	93000
					F	55000	46000	58000				
20681	304	0207536065410	30000	50000	F	63000	83000					
20682	314	0207536065410	0	50000	F	27000	35000					
20683	314	0207536065410	10000	50000	F	28500	31300					
20684	314	0207536065410	10000	47500	F	31500	31700					
20685	314	0207536065410	10000	30000	F	255000	290000	421000				
20686	314	0207536065410	10000	27500	F	900000	1101600					
20687	314	0207536065410	20000	50000	F	24500	28000					
20688	314	0207536060410	30000	45000	F	36000	38500					
20689	314	0207536065410	30000	50000	F	26000	27800	28600				
20690	314	0207536065410	30000	45000	F	31000	21000	46500				
20691	314	0207536065410	30000	27500	F	179100	333700	289700				
					S	179100						
20692	314	0207536065410	10000	40000	F	12600	9000					
20693	314	0207536065410	10000	17500	F	223000	344000					
20694	314	0207536065410	20000	15000	F	202000	181500	164000				
20695	314	0207536065410	20000	20000	F	449000	225000					
20696	324	0106498065010	42500	42500	F	82	2603					
20697	324	0106498065010	40000	40000	F	6091	9263					
20698	324	0106498065010	37500	37500	F	9651	12660					
20699	324	0106498065010	35000	35000	F	13556	15207					
20700	324	0106498065010	30000	30000	F	18000	35000					
20701	324	0106498065010	27500	27500	F	50000	54000					
20702	324	0106498065010	25000	25000	F	84000	98000					
20703	324	0106498065010	22500	22500	F	121000	177000					
20704	324	0106498065010	20000	20000	F	424000	624000	868000				
20705	324	0106498065010	41500	41500	F	36	52					
20706	324	0106498065010	35000	35000	F	848	1375					
20707	324	0106498065010	32500	32500	F	1689	1910					
20708	324	0106498065010	30000	30000	F	2245	3014					
20709	324	0106498065010	25000	25000	F	11000	12000					
20710	324	0106498065010	20000	20000	F	40000	48000					
20711	324	0106498065010	15000	15000	F	160000	217000					
20712	309	0428399065010	110000	90000	F	7000	8000					
20713	309	0428399065010	77000	63000	F	540000	1662000					
20714	309	0428399065010	99000	81000	F	4000	5000					
20715	309	0428399065010	66000	54000	F	146000	361000					
20716	309	0428399065010	44000	36000	F	1307000	11873000					
20717	309	0428399065010	99000	81000	F	1000	1100					
20718	309	0428399065010	77000	63000	F	3000	4000					
20719	309	0428399065010	44000	36000	F	31000	31100					
20720	309	0428399065010	38500	31500	F	128000	2693000					
20721	327	0301298819010	67000	67000	F	423	542	480	610	348		
20722	327	0301298929010	67000	67000	F	523	637	562	701	688		
20723	327	0301298819018	83000	83000	F	1241	1609	1237	1453	1204		
20724	327	0301298929018	83000	83000	F	1430	1332	1339	1243	1894		
20725	327	0301298819018	98000	98000	F	545	453	457	519	585		
20726	327	0301298929018	98000	98000	F	449	747	617	695	970		
20727	327	0301296819011	67000	67000	F	150	160	177	200	150		
20728	327	0301298929011	67000	67000	F	250	250	300	250	282		
20729	327	0302098819010	58500	58500	F	1130	1220	1308	1331	1266		
20730	327	0302098819010	66500	66500	F	539	694	536	493	606		
20731	327	0302098819010	74000	74000	F	320	466	390	402	411		
20732	327	0302098819010	66500	66500	F	524	547	618	409	498		
20733	327	0302098929010	58500	58500	F	764	855	802	833	840		
20734	327	0302098929010	66500	66500	F	413	456	505	549	493		
20735	327	0302098929010	74000	74000	F	319	255	261	340	301		
20736	327	0302098919010	58500	58500	F	704	804	574	767	480		
20737	327	0302098919010	66500	66500	F	517	311	301	411	388		
20738	327	0302098919010	74000	74000	F	220	290	224	266	279		
20739	327	0302098819018	85000	85000	F	1971	1646	2012	1146	1950		
20740	327	0302098819018	96500	96500	F	636	650	703	798	664		
20741	327	0302098819018	108000	108000	F	307	292	292	296	321		
20742	327	0302098819018	96500	96500	F	573	722	485	583	476		
20743	327	0302098929018	85000	85000	F	1096	1040	959	1217	554		
20744	327	0302098929018	96500	96500	F	550	642	613	643	659		
20745	327	0302098929018	108000	108000	F	344	344	381	315	198		
20746	327	0302098919018	85000	85000	F	750	875	987	962	1051		
20747	327	0302098919018	96500	96500	F	493	652	522	463	404		
20748	327	0302098919018	108000	108000	F	224	211	282	209	211		
20749	327	0302098819018	99500	99500	F	772	1068	616	811	703		
20750	327	0302098819018	112500	112500	F	649	218	317	187	254		
20751	327	0302098819018	126000	126000	F	100	109	121	186	150		
20752	327	0302098819018	112500	112500	F	201	295	220	154	248		
20753	327	0302098929018	99500	99500	F	855	620	1002	678	662		
20754	327	0302098929018	112500	112500	F	240	350	330	312	375		
20755	327	0302098929018	126000	126000	F	75	113	86	165	88		
20756	327	0302098919018	99500	99500	F	415	467	412	457	511		
20757	327	0302098919018	112500	112500	F	96	182	221	271	124		
20758	327	0302098919018	126000	126000	F	67	119	76	76	101		
20759	327	0302098819011	58500	58500	F	550	649	560	520	445		
20760	327	0302098819011	66500	66500	F	234	260	252	200	263		
20761	327	0302098819011	75000	75000	F	150	250	197	200	200		
20762	327	0302098819011	66500	66500	F	250	350	250	200	200		
20763	327	03020988929011	58500	58500	F	415	400	450	400	500		
20764	327	03020988929011	66500	66500	F	240	300	300	250	250		
20765	327	03020988929011	74000	74000	F	150	150	150	150	250		
20766	327	0302098919011	58500	58500	F	333	435	305	432	260		
20767	327	0302098919011	66500	66500	F	310	180	203	199	192		
20768	327	0302098919011	74000	74000	F	166	45	179	168	192		
20769	321	1402598960910	27500	22500	F	101160	78660	148500				
20770	321	1402598960910	27500	22500	F	114300	97020	61560				
20771	321	1402598960916	31900	26100	F	21420	23220	25020				
20772	321	1402598960916	35800	29200	F	18900	21780					
20773	321	1402598960916	31900	26100	F	18540	21240	26100				
20774	321	1402598960916	35800	29200	F	18900	18180					
20775	321	1402598919910	66000	54000	F	34380	27540	48780				
20776	321	1402598960911	VAL	VAL	F	2278	2304	2500	2500			
20777	321	1402598960911	VAL	VAL	F	6800	7200	74000	76000			
20778	321	1402598960910	VAL	VAL	F	8100	8500	8500	10380			
20779	321	1402598962910	VAL	VAL	F	80000	80000					
					S	80000	80000					
20780	321	1402598962910	33000	27000	F	181260	186000					
20781	321	1402598960917	VAL	VAL	F	3250	3000	3250	3000			
20782	321	1402598962917	VAL	VAL	F	17000	16000	17000	17000			
20783	321	1402598960914	VAL	VAL	F	3400	4000	3400	3500			
20784	321	1402598962914	VAL	VAL	F	6900	6900	3900	3900			
20785	321	1402598960914	32500	32500	F	16587	22598					
20786	321	1402598960914	32500	32500	F	9699	12362					
20787	321	1402598919914	65000	65000	F	8490	20480					
20788	321	1402598919914	65000	65000	F	13337	23837					
20789	321	1402598960316	34100	27900	F	10980	207360	364320				
20790	321	1402598919316	63250	51750	F	1000000	23500					
					S	1000000						
20791	321	1402598960916	34100	27900	F	11160	10800	12960				
20792	321	1402598919916	63250	51750	F	1000000	30420					
					S	1000000						
20793	321	1402598960916	34100	27900	F	1000000	14220					
					S	100000						
20794	321	1402598919916	63250	51750	F	203400	24120	34200				
20795	321	1402598960316	34100	27900	F	18180	19980	10620				
20796	321	1402598919316	63250	51750	F	62820	51840	41580				
20797	321	1402598960916	34100	27900	F	17100	18720	16020				
20798	321	1402598919916	63250	51750	F	25200	38880	19620				
20799	321	1402598960917	VAL	VAL	F	2300	2900					
20800	313	2535745865910	88000	72000	F	9000	16000					
20801	313	2535745865910	77000	63000	F	49000	29000					
20802	313	2535745865910	66000	54000	F	223000	79000					
20803	313	2535745865910	49500	40500	F	10000000	10516000					
					S	10000000	10516000					
20804	313	2535745965910	93500	76500	F	5000	51000					
20805	313	2535745965910	77000	63000	F	16000	10000					
20806	313	2535745965910	66000	54000	F	16000	1308000					
20807	313	2535745965910	55000	45000	F	27000	52000	2114000				
20808	313	2535745965910	49500	40500	F	1289000	7959000					
20809	313	2535745865910	88000	72000	F	13000	7000					
20810	313	2535745865910	77000	63000	F	29000	21000					
20811	313	2535745865910	66000	54000	F	48000	257000					
20812	313	2535745865910	60500	49500	F	10111000	1776000					
					S	10111000						
20813	313	2535745965910	88000	72000	F	8000	10000					
20814	313	2535745965910	77000	63000	F	51000	16000					
20815	313	2535745965910	66000	54000	F	45000	30000					
20816	313	2535745965910	55000	45000	F	76000	42000					
20817	313	2543045865910	71500	58500	F	40000	40100					
20818	313	2543045865910	60500	49500	F	101000	24000					
20819	313	2543045865910	71500	58500	F	17000	14000					
20820	313	2543045865910	66000	54000	F	18000	18100					
20821	313	2543045865910	60500	49500	F	24000	26000					
20822	313	2543045865910	55000	45000	F	31000	54000					
20823	313	2543045865910	82500	67500	F	10000	11000	10000				
20824	313	2543045865910	74250	60750	F	12000	10000					
20825	313	2543045865910	63250	51750	F	147000	58000					
20826	313	2531545865910	170000	170000	F	282	367	283				
20827	313	2531545965310	170000	170000	F	147	206					
20828	313	2531545965910	170000	170000	F	331	420	202	318			
20829	313	2531545965310	155000	155000	F	230	302					
20830	313	2531545965910	155000	155000	F	538	500					
20831	313	2531545965910	125000	125000	F	1342	1370					
20832	313	2531545865310	170000	170000	F	195	255					
20833	313	2531545865910	170000	170000	F	280	327	274				
20834	313	2531545965310	170000	170000	F	148	129					
20835	313	2531545965910	170000	170000	F	286	200	243				
20836	313	2531545965310	155000	155000	F	267	274					
20837	313	2531545965910	155000	155000	F	359	416					
20838	313	2531545965910	125000	125000	F	1348	4820					
20839	313	2531545865310	170000	170000	F	207	212					
20840	313	2531545865310	170000	170000	F	231	205					
20841	313	2531545865910	170000	170000	F	282	222					
20842	313	2531545865310	155000	155000	F	157	255					
20843	313	2531545865910	155000	155000	F	392	397					
20844	313	2531545865310	170000	170000	F	36	68					
20845	313	2531545865310	170000	170000	F	1	64					
20846	313	2531545865910	170000	170000	F	58	54					
20847	313	2531545865910	125000	125000	F	680	581					
20848	333	0175099019010	15000	15000	F	451700	417400					
20849	333	0175099019010	18000	18000	F	89200	180600					
20850	333	0175099019010	20000	20000	F	183000	207700					
20851	333	0175099019010	15000	15000	F	447300	1223700					
20852	333	0175099019010	20000	20000	F	124200	38500	82900				
20853	333	0175099019010	15000	15000	F	2883200	1803700					
20854	333	0175099019010	17500	17500	F	112700	74000					
20855	333	0175099019010	15250	15250	F	533700	118800					
20871	331	0131326019010	15600	15600	F	52460	58130	65980	49860	133410	171190	86560
					F	55600	71190					
20872	331	0131326019010	15600	12000	F	85000	102060	59230	62290	107500	50460	112290
					F	78860	49190					
20873	331	0131326019010	15600	12000	F	56700	96250	119550	85000	64950	163550	50820
					F	211550	128550					
20874	331	0131326019010	15600	12000	F	80240	51650	56240	70600	39630	64950	84100
					F	61880	50370					
20875	331	0131326019010	15600	12000	F	97860	93960	71960	138310	50950	119620	103450
					F	115260	86500					
20876	331	0131326019010	15600	12000	F	95550	161500	115180	237620	171380	164200	76810
					F	131800	174740					
20877	331	0131326019010	15600	12000	F	86390	95090	291910	191380	143000	81160	89180
					F	118010	174640					
20878	331	0131326019010	15600	12000	F	168190	185000	230840	244230	179510	129130	228930
					F	211230	149090					
20879	331	0131326019010	15600	12000	F	97860	255720	230580	103770	83940	573220	151410
					F	243860	80660					
20880	331	0131326019010	15600	12000	F	215199	280960	288180	98000	153360	252170	186590
					F	227360	68030					
20881	331	0131326019010	15600	12000	F	90220	123460	109070	271460	191800	203600	114090
					F	147760	65640					
20882	331	0131326019010	15600	12000	F	50520	101810	272250	184570	114910	96050	148390
					F	158350	97170					
20883	331	0131326019010	15600	12000	F	90990	340210	268070	144940	167310	105140	236110
					F	243980	10500					
20884	331	0131326019010	15600	12000	F	203880	242460	112850	131540	105140	142250	184220
					F	135150	274900					
20885	331	0131326019010	15600	12000	F	237870	107980	156470	136430	277930	142620	107290
					F	108630	119200					
20886	302	0402592865910	40000	31000	F	9600	9700					
20887	302	0402592865910	40000	21000	F	20400	23000					
20888	302	0402592865910	40000	11000	F	80300	93100					
20889	302	0402592865910	40000	6000	F	462800	392600					
20890	302	0402592865916	40000	31000	F	48000	4100					
20891	302	0402592865916	40000	21000	F	13400	15300					
20892	302	0402592865916	40000	11000	F	57100	55800					
20893	302	0402592865916	40000	6000	F	130000	183700					
20894	302	0402592965910	40000	31000	F	2200	1600					
